system:index,date,mean_sst,.geo
20231021,2023-10-21,2901.0000925411873,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231022,2023-10-22,2896.3988859617,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231023,2023-10-23,2905.765480958178,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231024,2023-10-24,2921.8999157284625,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231025,2023-10-25,2935.014962136874,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231026,2023-10-26,2941.898773730912,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231027,2023-10-27,2938.394877156513,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231028,2023-10-28,2929.846129612802,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231029,2023-10-29,2926.2192024919277,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231030,2023-10-30,2928.251761235887,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231031,2023-10-31,2933.6798055453937,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231101,2023-11-01,2933.4330553160053,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231102,2023-11-02,2934.5908990671173,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231103,2023-11-03,2933.6586963113527,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231104,2023-11-04,2945.9121882642066,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231105,2023-11-05,2954.4987438026938,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231106,2023-11-06,2948.648304133639,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231107,2023-11-07,2944.78785426537,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231108,2023-11-08,2948.5829424945223,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231109,2023-11-09,2955.3406499935177,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231110,2023-11-10,2962.5350553868884,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231111,2023-11-11,2953.9353530938324,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231112,2023-11-12,2937.447054630804,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231113,2023-11-13,2938.8376847377967,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231114,2023-11-14,2938.560252184569,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231115,2023-11-15,2928.531845979979,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231116,2023-11-16,2928.3543598710016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231117,2023-11-17,2928.272563311954,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231118,2023-11-18,2923.8597981421017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231119,2023-11-19,2915.915791463372,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231120,2023-11-20,2912.049730055413,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231121,2023-11-21,2931.0839348510112,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231122,2023-11-22,2904.8325870970143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231123,2023-11-23,2907.0714437605598,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231124,2023-11-24,2896.245289260114,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231125,2023-11-25,2890.832809589634,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231126,2023-11-26,2884.657938261252,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231127,2023-11-27,2880.3734115404777,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231128,2023-11-28,2872.300943920042,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231129,2023-11-29,2872.8600895483655,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231130,2023-11-30,2869.6474692940556,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231201,2023-12-01,2864.819948334466,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231202,2023-12-02,2858.001289669652,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231203,2023-12-03,2847.3674987497193,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231204,2023-12-04,2836.7081270846443,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231205,2023-12-05,2851.32721773956,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231206,2023-12-06,2864.5218357807553,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231207,2023-12-07,2878.568868359196,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231208,2023-12-08,2889.488389035252,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231209,2023-12-09,2888.251184330224,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231210,2023-12-10,2884.020175946387,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231211,2023-12-11,2871.0835509035633,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231212,2023-12-12,2863.9800563910603,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231213,2023-12-13,2862.924962885082,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231214,2023-12-14,2852.235212116211,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231215,2023-12-15,2845.459411831887,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231216,2023-12-16,2844.360802312352,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231217,2023-12-17,2841.0292508889897,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231218,2023-12-18,2826.8308524421036,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231219,2023-12-19,2820.7444977376717,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231220,2023-12-20,2810.3728681071657,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231221,2023-12-21,2809.0025675255342,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231222,2023-12-22,2802.070951520241,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231223,2023-12-23,2800.8803422842434,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231224,2023-12-24,2802.0032113758807,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231225,2023-12-25,2802.60625499624,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231226,2023-12-26,2803.314389956722,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231227,2023-12-27,2803.4604632572205,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231228,2023-12-28,2794.9171441397834,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231229,2023-12-29,2798.3462438125457,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231230,2023-12-30,2804.9750040363742,"{""type"":""MultiPoint"",""coordinates"":[]}"
