Surf Spot,Month,SST (°C)
Hiriketiya,2022-12,2789.5333333333333
Bentota,2022-01,2857.6774193548385
Bentota,2022-02,2886.75
Bentota,2022-03,2910.7419354838707
Bentota,2022-04,2983.733333333333
Bentota,2022-05,2894.9032258064517
Bentota,2022-06,2845.9
Bentota,2022-07,2775.0967741935483
Bentota,2022-08,2719.032258064516
Bentota,2022-09,2762.1
Bentota,2022-10,2785.516129032258
Bentota,2022-11,2867.2
Bentota,2022-12,2811.8333333333335
Koggala Lefts,2022-01,2819.0
Koggala Lefts,2022-02,2859.3214285714284
Koggala Lefts,2022-03,2892.6451612903224
Koggala Lefts,2022-04,2969.733333333333
Koggala Lefts,2022-05,2850.451612903226
Koggala Lefts,2022-06,2824.2
Koggala Lefts,2022-07,2746.9032258064517
Koggala Lefts,2022-08,2636.6774193548385
Koggala Lefts,2022-09,2732.1
Koggala Lefts,2022-10,2799.032258064516
Koggala Lefts,2022-11,2872.866666666667
Koggala Lefts,2022-12,2797.6666666666665
Ahangama,2022-01,2819.0
Ahangama,2022-02,2859.3214285714284
Ahangama,2022-03,2892.6451612903224
Ahangama,2022-04,2969.733333333333
Ahangama,2022-05,2850.451612903226
Ahangama,2022-06,2824.2
Ahangama,2022-07,2746.9032258064517
Ahangama,2022-08,2636.6774193548385
Ahangama,2022-09,2732.1
Ahangama,2022-10,2799.032258064516
Ahangama,2022-11,2872.866666666667
Ahangama,2022-12,2797.6666666666665
Madiha,2022-01,2811.0
Madiha,2022-02,2852.964285714286
Madiha,2022-03,2887.3870967741937
Madiha,2022-04,2966.633333333333
Madiha,2022-05,2831.7419354838707
Madiha,2022-06,2810.3
Madiha,2022-07,2735.1935483870966
Madiha,2022-08,2608.5806451612902
Madiha,2022-09,2731.8
Madiha,2022-10,2804.516129032258
Madiha,2022-11,2873.3333333333335
Madiha,2022-12,2789.5333333333333
Matara,2022-01,2811.0
Matara,2022-02,2852.964285714286
Matara,2022-03,2887.3870967741937
Matara,2022-04,2966.633333333333
Matara,2022-05,2831.7419354838707
Matara,2022-06,2810.3
Matara,2022-07,2735.1935483870966
Matara,2022-08,2608.5806451612902
Matara,2022-09,2731.8
Matara,2022-10,2804.516129032258
Matara,2022-11,2873.3333333333335
Matara,2022-12,2789.5333333333333
Midigama Left (market),2022-01,2819.0
Midigama Left (market),2022-02,2859.3214285714284
Midigama Left (market),2022-03,2892.6451612903224
Midigama Left (market),2022-04,2969.733333333333
Midigama Left (market),2022-05,2850.451612903226
Midigama Left (market),2022-06,2824.2
Midigama Left (market),2022-07,2746.9032258064517
Midigama Left (market),2022-08,2636.6774193548385
Midigama Left (market),2022-09,2732.1
Midigama Left (market),2022-10,2799.032258064516
Midigama Left (market),2022-11,2872.866666666667
Midigama Left (market),2022-12,2797.6666666666665
Midigama Right,2022-01,2819.0
Midigama Right,2022-02,2859.3214285714284
Midigama Right,2022-03,2892.6451612903224
Midigama Right,2022-04,2969.733333333333
Midigama Right,2022-05,2850.451612903226
Midigama Right,2022-06,2824.2
Midigama Right,2022-07,2746.9032258064517
Midigama Right,2022-08,2636.6774193548385
Midigama Right,2022-09,2732.1
Midigama Right,2022-10,2799.032258064516
Midigama Right,2022-11,2872.866666666667
Midigama Right,2022-12,2797.6666666666665
Mirissa,2022-01,2819.0
Mirissa,2022-02,2859.3214285714284
Mirissa,2022-03,2892.6451612903224
Mirissa,2022-04,2969.733333333333
Mirissa,2022-05,2850.451612903226
Mirissa,2022-06,2824.2
Mirissa,2022-07,2746.9032258064517
Mirissa,2022-08,2636.6774193548385
Mirissa,2022-09,2732.1
Mirissa,2022-10,2799.032258064516
Mirissa,2022-11,2872.866666666667
Mirissa,2022-12,2797.6666666666665
Okanda,2022-01,2773.935483870968
Okanda,2022-02,2832.0
Okanda,2022-03,2886.064516129032
Okanda,2022-04,2979.1
Okanda,2022-05,2948.064516129032
Okanda,2022-06,2931.366666666667
Okanda,2022-07,2917.935483870968
Okanda,2022-08,2818.7741935483873
Okanda,2022-09,2827.5333333333333
Okanda,2022-10,2916.8064516129034
Okanda,2022-11,2856.6
Okanda,2022-12,2742.6666666666665
Peanuts Farm,2022-01,2769.8387096774195
Peanuts Farm,2022-02,2829.0714285714284
Peanuts Farm,2022-03,2885.967741935484
Peanuts Farm,2022-04,2980.7
Peanuts Farm,2022-05,2982.6774193548385
Peanuts Farm,2022-06,2961.8333333333335
Peanuts Farm,2022-07,2933.2580645161293
Peanuts Farm,2022-08,2840.6774193548385
Peanuts Farm,2022-09,2861.866666666667
Peanuts Farm,2022-10,2929.032258064516
Peanuts Farm,2022-11,2834.266666666667
Peanuts Farm,2022-12,2726.9666666666667
Pottuvil Point,2022-01,2769.8387096774195
Pottuvil Point,2022-02,2829.0714285714284
Pottuvil Point,2022-03,2885.967741935484
Pottuvil Point,2022-04,2980.7
Pottuvil Point,2022-05,2982.6774193548385
Pottuvil Point,2022-06,2961.8333333333335
Pottuvil Point,2022-07,2933.2580645161293
Pottuvil Point,2022-08,2840.6774193548385
Pottuvil Point,2022-09,2861.866666666667
Pottuvil Point,2022-10,2929.032258064516
Pottuvil Point,2022-11,2834.266666666667
Pottuvil Point,2022-12,2726.9666666666667
Rockside Induruwa,2022-01,2857.6774193548385
Rockside Induruwa,2022-02,2886.75
Rockside Induruwa,2022-03,2910.7419354838707
Rockside Induruwa,2022-04,2983.733333333333
Rockside Induruwa,2022-05,2894.9032258064517
Rockside Induruwa,2022-06,2845.9
Rockside Induruwa,2022-07,2775.0967741935483
Rockside Induruwa,2022-08,2719.032258064516
Rockside Induruwa,2022-09,2762.1
Rockside Induruwa,2022-10,2785.516129032258
Rockside Induruwa,2022-11,2867.2
Rockside Induruwa,2022-12,2811.8333333333335
South Beach,2022-01,2819.0
South Beach,2022-02,2859.3214285714284
South Beach,2022-03,2892.6451612903224
South Beach,2022-04,2969.733333333333
South Beach,2022-05,2850.451612903226
South Beach,2022-06,2824.2
South Beach,2022-07,2746.9032258064517
South Beach,2022-08,2636.6774193548385
South Beach,2022-09,2732.1
South Beach,2022-10,2799.032258064516
South Beach,2022-11,2872.866666666667
South Beach,2022-12,2797.6666666666665
Thalpe,2022-01,2819.0
Thalpe,2022-02,2859.3214285714284
Thalpe,2022-03,2892.6451612903224
Thalpe,2022-04,2969.733333333333
Thalpe,2022-05,2850.451612903226
Thalpe,2022-06,2824.2
Thalpe,2022-07,2746.9032258064517
Thalpe,2022-08,2636.6774193548385
Thalpe,2022-09,2732.1
Thalpe,2022-10,2799.032258064516
Thalpe,2022-11,2872.866666666667
Thalpe,2022-12,2797.6666666666665
Thalyadi,2022-01,2756.483870967742
Thalyadi,2022-02,2773.0714285714284
Thalyadi,2022-03,2873.548387096774
Thalyadi,2022-04,3016.6666666666665
Thalyadi,2022-05,2945.032258064516
Thalyadi,2022-06,2861.8333333333335
Thalyadi,2022-07,2919.2258064516127
Thalyadi,2022-08,2859.2903225806454
Thalyadi,2022-09,2873.9666666666667
Thalyadi,2022-10,2925.5806451612902
Thalyadi,2022-11,2833.2
Thalyadi,2022-12,2737.4
Unawatuna,2022-01,2844.513693523535
Unawatuna,2022-02,2880.7648029936167
Unawatuna,2022-03,2905.5027585864113
Unawatuna,2022-04,2972.030303030303
Unawatuna,2022-05,2874.4791987673348
Unawatuna,2022-06,2841.444530046225
Unawatuna,2022-07,2769.4376957105223
Unawatuna,2022-08,2687.3867985486354
Unawatuna,2022-09,2743.5183872624552
Unawatuna,2022-10,2786.106168298623
Unawatuna,2022-11,2870.747817154597
Unawatuna,2022-12,2802.533590138675
Weligama,2022-01,2819.0
Weligama,2022-02,2859.3214285714284
Weligama,2022-03,2892.6451612903224
Weligama,2022-04,2969.733333333333
Weligama,2022-05,2850.451612903226
Weligama,2022-06,2824.2
Weligama,2022-07,2746.9032258064517
Weligama,2022-08,2636.6774193548385
Weligama,2022-09,2732.1
Weligama,2022-10,2799.032258064516
Weligama,2022-11,2872.866666666667
Weligama,2022-12,2797.6666666666665
Whiskey Point,2022-01,2769.8387096774195
Whiskey Point,2022-02,2829.0714285714284
Whiskey Point,2022-03,2885.967741935484
Whiskey Point,2022-04,2980.7
Whiskey Point,2022-05,2982.6774193548385
Whiskey Point,2022-06,2961.8333333333335
Whiskey Point,2022-07,2933.2580645161293
Whiskey Point,2022-08,2840.6774193548385
Whiskey Point,2022-09,2861.866666666667
Whiskey Point,2022-10,2929.032258064516
Whiskey Point,2022-11,2834.266666666667
Whiskey Point,2022-12,2726.9666666666667
