Surf Spot,Month,SST (°C)
Arugam Bay,2021-01,2799.1612903225805
Arugam Bay,2021-02,2774.3928571428573
Arugam Bay,2021-03,2889.7741935483873
Arugam Bay,2021-04,2953.8
Arugam Bay,2021-05,3043.1935483870966
Arugam Bay,2021-06,3013.266666666667
Arugam Bay,2021-07,2978.2903225806454
Arugam Bay,2021-08,2913.1290322580644
Arugam Bay,2021-09,2855.6666666666665
Arugam Bay,2021-10,2902.8387096774195
Arugam Bay,2021-11,2897.233333333333
Arugam Bay,2021-12,2838.633333333333
Dalawella,2021-01,2792.7741935483873
Dalawella,2021-02,2839.8928571428573
Dalawella,2021-03,2906.0967741935483
Dalawella,2021-04,2958.8333333333335
Dalawella,2021-05,2948.451612903226
Dalawella,2021-06,2888.2
Dalawella,2021-07,2834.8387096774195
Dalawella,2021-08,2741.8709677419356
Dalawella,2021-09,2795.3333333333335
Dalawella,2021-10,2846.8064516129034
Dalawella,2021-11,2863.8333333333335
Dalawella,2021-12,2863.0666666666666
Devils rock,2021-01,2792.7741935483873
Devils rock,2021-02,2839.8928571428573
Devils rock,2021-03,2906.0967741935483
Devils rock,2021-04,2958.8333333333335
Devils rock,2021-05,2948.451612903226
Devils rock,2021-06,2888.2
Devils rock,2021-07,2834.8387096774195
Devils rock,2021-08,2741.8709677419356
Devils rock,2021-09,2795.3333333333335
Devils rock,2021-10,2846.8064516129034
Devils rock,2021-11,2863.8333333333335
Devils rock,2021-12,2863.0666666666666
"Dewata, Galle",2021-01,2797.548387096774
"Dewata, Galle",2021-02,2850.214285714286
"Dewata, Galle",2021-03,2919.7741935483873
"Dewata, Galle",2021-04,2967.8
"Dewata, Galle",2021-05,2943.1935483870966
"Dewata, Galle",2021-06,2885.866666666667
"Dewata, Galle",2021-07,2849.548387096774
"Dewata, Galle",2021-08,2742.935483870968
"Dewata, Galle",2021-09,2819.233333333333
"Dewata, Galle",2021-10,2847.032258064516
"Dewata, Galle",2021-11,2854.9
"Dewata, Galle",2021-12,2873.866666666667
Elephant rock,2021-01,2799.1612903225805
Elephant rock,2021-02,2774.3928571428573
Elephant rock,2021-03,2889.7741935483873
Elephant rock,2021-04,2953.8
Elephant rock,2021-05,3043.1935483870966
Elephant rock,2021-06,3013.266666666667
Elephant rock,2021-07,2978.2903225806454
Elephant rock,2021-08,2913.1290322580644
Elephant rock,2021-09,2855.6666666666665
Elephant rock,2021-10,2902.8387096774195
Elephant rock,2021-11,2897.233333333333
Elephant rock,2021-12,2838.633333333333
Hikkaduwa,2021-01,2797.548387096774
Hikkaduwa,2021-02,2850.214285714286
Hikkaduwa,2021-03,2919.7741935483873
Hikkaduwa,2021-04,2967.8
Hikkaduwa,2021-05,2943.1935483870966
Hikkaduwa,2021-06,2885.866666666667
Hikkaduwa,2021-07,2849.548387096774
Hikkaduwa,2021-08,2742.935483870968
Hikkaduwa,2021-09,2819.233333333333
Hikkaduwa,2021-10,2847.032258064516
Hikkaduwa,2021-11,2854.9
Hikkaduwa,2021-12,2873.866666666667
Hiriketiya,2021-01,2789.4193548387098
Hiriketiya,2021-02,2835.464285714286
Hiriketiya,2021-03,2900.967741935484
Hiriketiya,2021-04,2952.2
Hiriketiya,2021-05,2942.032258064516
Hiriketiya,2021-06,2890.266666666667
Hiriketiya,2021-07,2820.8709677419356
Hiriketiya,2021-08,2739.548387096774
Hiriketiya,2021-09,2782.366666666667
Hiriketiya,2021-10,2841.548387096774
Hiriketiya,2021-11,2865.366666666667
Hiriketiya,2021-12,2859.7
Bentota,2021-01,2804.2580645161293
Bentota,2021-02,2848.1071428571427
Bentota,2021-03,2925.3870967741937
Bentota,2021-04,2969.866666666667
Bentota,2021-05,2957.032258064516
Bentota,2021-06,2882.0
Bentota,2021-07,2842.7419354838707
Bentota,2021-08,2753.2580645161293
Bentota,2021-09,2829.266666666667
Bentota,2021-10,2834.8709677419356
Bentota,2021-11,2846.0
Bentota,2021-12,2883.0
Koggala Lefts,2021-01,2792.7741935483873
Koggala Lefts,2021-02,2839.8928571428573
Koggala Lefts,2021-03,2906.0967741935483
Koggala Lefts,2021-04,2958.8333333333335
Koggala Lefts,2021-05,2948.451612903226
Koggala Lefts,2021-06,2888.2
Koggala Lefts,2021-07,2834.8387096774195
Koggala Lefts,2021-08,2741.8709677419356
Koggala Lefts,2021-09,2795.3333333333335
Koggala Lefts,2021-10,2846.8064516129034
Koggala Lefts,2021-11,2863.8333333333335
Koggala Lefts,2021-12,2863.0666666666666
Ahangama,2021-01,2792.7741935483873
Ahangama,2021-02,2839.8928571428573
Ahangama,2021-03,2906.0967741935483
Ahangama,2021-04,2958.8333333333335
Ahangama,2021-05,2948.451612903226
Ahangama,2021-06,2888.2
Ahangama,2021-07,2834.8387096774195
Ahangama,2021-08,2741.8709677419356
Ahangama,2021-09,2795.3333333333335
Ahangama,2021-10,2846.8064516129034
Ahangama,2021-11,2863.8333333333335
Ahangama,2021-12,2863.0666666666666
Madiha,2021-01,2789.4193548387098
Madiha,2021-02,2835.464285714286
Madiha,2021-03,2900.967741935484
Madiha,2021-04,2952.2
Madiha,2021-05,2942.032258064516
Madiha,2021-06,2890.266666666667
Madiha,2021-07,2820.8709677419356
Madiha,2021-08,2739.548387096774
Madiha,2021-09,2782.366666666667
Madiha,2021-10,2841.548387096774
Madiha,2021-11,2865.366666666667
Madiha,2021-12,2859.7
Matara,2021-01,2789.4193548387098
Matara,2021-02,2835.464285714286
Matara,2021-03,2900.967741935484
Matara,2021-04,2952.2
Matara,2021-05,2942.032258064516
Matara,2021-06,2890.266666666667
Matara,2021-07,2820.8709677419356
Matara,2021-08,2739.548387096774
Matara,2021-09,2782.366666666667
Matara,2021-10,2841.548387096774
Matara,2021-11,2865.366666666667
Matara,2021-12,2859.7
Midigama Left (market),2021-01,2792.7741935483873
Midigama Left (market),2021-02,2839.8928571428573
Midigama Left (market),2021-03,2906.0967741935483
Midigama Left (market),2021-04,2958.8333333333335
Midigama Left (market),2021-05,2948.451612903226
Midigama Left (market),2021-06,2888.2
Midigama Left (market),2021-07,2834.8387096774195
Midigama Left (market),2021-08,2741.8709677419356
Midigama Left (market),2021-09,2795.3333333333335
Midigama Left (market),2021-10,2846.8064516129034
Midigama Left (market),2021-11,2863.8333333333335
Midigama Left (market),2021-12,2863.0666666666666
Midigama Right,2021-01,2792.7741935483873
Midigama Right,2021-02,2839.8928571428573
Midigama Right,2021-03,2906.0967741935483
Midigama Right,2021-04,2958.8333333333335
Midigama Right,2021-05,2948.451612903226
Midigama Right,2021-06,2888.2
Midigama Right,2021-07,2834.8387096774195
Midigama Right,2021-08,2741.8709677419356
Midigama Right,2021-09,2795.3333333333335
Midigama Right,2021-10,2846.8064516129034
Midigama Right,2021-11,2863.8333333333335
Midigama Right,2021-12,2863.0666666666666
Mirissa,2021-01,2792.7741935483873
Mirissa,2021-02,2839.8928571428573
Mirissa,2021-03,2906.0967741935483
Mirissa,2021-04,2958.8333333333335
Mirissa,2021-05,2948.451612903226
Mirissa,2021-06,2888.2
Mirissa,2021-07,2834.8387096774195
Mirissa,2021-08,2741.8709677419356
Mirissa,2021-09,2795.3333333333335
