Surf Spot,Month,SST (°C)
Mirissa,2021-10,2846.8064516129034
Mirissa,2021-11,2863.8333333333335
Mirissa,2021-12,2863.0666666666666
Okanda,2021-01,2801.451612903226
Okanda,2021-02,2784.6428571428573
Okanda,2021-03,2890.032258064516
Okanda,2021-04,2955.1666666666665
Okanda,2021-05,3021.1935483870966
Okanda,2021-06,2993.5666666666666
Okanda,2021-07,2957.2580645161293
Okanda,2021-08,2873.0
Okanda,2021-09,2832.5666666666666
Okanda,2021-10,2889.516129032258
Okanda,2021-11,2894.8
Okanda,2021-12,2840.766666666667
Peanuts Farm,2021-01,2799.1612903225805
Peanuts Farm,2021-02,2774.3928571428573
Peanuts Farm,2021-03,2889.7741935483873
Peanuts Farm,2021-04,2953.8
Peanuts Farm,2021-05,3043.1935483870966
Peanuts Farm,2021-06,3013.266666666667
Peanuts Farm,2021-07,2978.2903225806454
Peanuts Farm,2021-08,2913.1290322580644
Peanuts Farm,2021-09,2855.6666666666665
Peanuts Farm,2021-10,2902.8387096774195
Peanuts Farm,2021-11,2897.233333333333
Peanuts Farm,2021-12,2838.633333333333
Pottuvil Point,2021-01,2799.1612903225805
Pottuvil Point,2021-02,2774.3928571428573
Pottuvil Point,2021-03,2889.7741935483873
Pottuvil Point,2021-04,2953.8
Pottuvil Point,2021-05,3043.1935483870966
Pottuvil Point,2021-06,3013.266666666667
Pottuvil Point,2021-07,2978.2903225806454
Pottuvil Point,2021-08,2913.1290322580644
Pottuvil Point,2021-09,2855.6666666666665
Pottuvil Point,2021-10,2902.8387096774195
Pottuvil Point,2021-11,2897.233333333333
Pottuvil Point,2021-12,2838.633333333333
Rockside Induruwa,2021-01,2804.2580645161293
Rockside Induruwa,2021-02,2848.1071428571427
Rockside Induruwa,2021-03,2925.3870967741937
Rockside Induruwa,2021-04,2969.866666666667
Rockside Induruwa,2021-05,2957.032258064516
Rockside Induruwa,2021-06,2882.0
Rockside Induruwa,2021-07,2842.7419354838707
Rockside Induruwa,2021-08,2753.2580645161293
Rockside Induruwa,2021-09,2829.266666666667
Rockside Induruwa,2021-10,2834.8709677419356
Rockside Induruwa,2021-11,2846.0
Rockside Induruwa,2021-12,2883.0
South Beach,2021-01,2792.7741935483873
South Beach,2021-02,2839.8928571428573
South Beach,2021-03,2906.0967741935483
South Beach,2021-04,2958.8333333333335
South Beach,2021-05,2948.451612903226
South Beach,2021-06,2888.2
South Beach,2021-07,2834.8387096774195
South Beach,2021-08,2741.8709677419356
South Beach,2021-09,2795.3333333333335
South Beach,2021-10,2846.8064516129034
South Beach,2021-11,2863.8333333333335
South Beach,2021-12,2863.0666666666666
Thalpe,2021-01,2792.7741935483873
Thalpe,2021-02,2839.8928571428573
Thalpe,2021-03,2906.0967741935483
Thalpe,2021-04,2958.8333333333335
Thalpe,2021-05,2948.451612903226
Thalpe,2021-06,2888.2
Thalpe,2021-07,2834.8387096774195
Thalpe,2021-08,2741.8709677419356
Thalpe,2021-09,2795.3333333333335
Thalpe,2021-10,2846.8064516129034
Thalpe,2021-11,2863.8333333333335
Thalpe,2021-12,2863.0666666666666
Thalyadi,2021-01,2704.1935483870966
Thalyadi,2021-02,2696.214285714286
Thalyadi,2021-03,2880.516129032258
Thalyadi,2021-04,2977.9333333333334
Thalyadi,2021-05,2999.032258064516
Thalyadi,2021-06,2947.766666666667
Thalyadi,2021-07,2922.967741935484
Thalyadi,2021-08,2890.935483870968
Thalyadi,2021-09,2891.6666666666665
Thalyadi,2021-10,2922.516129032258
Thalyadi,2021-11,2861.766666666667
Thalyadi,2021-12,2801.0666666666666
Unawatuna,2021-01,2797.4377454147816
Unawatuna,2021-02,2849.611545234427
Unawatuna,2021-03,2918.903971370347
Unawatuna,2021-04,2967.4563944530046
Unawatuna,2021-05,2943.769869277797
Unawatuna,2021-06,2886.0310734463274
Unawatuna,2021-07,2849.0141160097423
Unawatuna,2021-08,2743.1946418808093
Unawatuna,2021-09,2818.1171545968155
Unawatuna,2021-10,2847.1634773100054
Unawatuna,2021-11,2855.6870570107862
Unawatuna,2021-12,2873.108731381613
Weligama,2021-01,2792.7741935483873
Weligama,2021-02,2839.8928571428573
Weligama,2021-03,2906.0967741935483
Weligama,2021-04,2958.8333333333335
Weligama,2021-05,2948.451612903226
Weligama,2021-06,2888.2
Weligama,2021-07,2834.8387096774195
Weligama,2021-08,2741.8709677419356
Weligama,2021-09,2795.3333333333335
Weligama,2021-10,2846.8064516129034
Weligama,2021-11,2863.8333333333335
Weligama,2021-12,2863.0666666666666
Whiskey Point,2021-01,2799.1612903225805
Whiskey Point,2021-02,2774.3928571428573
Whiskey Point,2021-03,2889.7741935483873
Whiskey Point,2021-04,2953.8
Whiskey Point,2021-05,3043.1935483870966
Whiskey Point,2021-06,3013.266666666667
Whiskey Point,2021-07,2978.2903225806454
Whiskey Point,2021-08,2913.1290322580644
Whiskey Point,2021-09,2855.6666666666665
Whiskey Point,2021-10,2902.8387096774195
Whiskey Point,2021-11,2897.233333333333
Whiskey Point,2021-12,2838.633333333333
