Date,Surf Spot,SST (°C)
2020-01-01,Arugam Bay,2814.1935483870966
2020-01-02,Arugam Bay,2814.7178944346765
2020-01-03,Arugam Bay,2815.242240482256
2020-01-04,Arugam Bay,2815.766586529836
2020-01-05,Arugam Bay,2816.290932577416
2020-01-06,Arugam Bay,2816.8152786249952
2020-01-07,Arugam Bay,2817.339624672575
2020-01-08,Arugam Bay,2817.863970720155
2020-01-09,Arugam Bay,2818.3883167677345
2020-01-10,Arugam Bay,2818.9126628153144
2020-01-11,Arugam Bay,2819.437008862894
2020-01-12,Arugam Bay,2819.961354910474
2020-01-13,Arugam Bay,2820.4857009580537
2020-01-14,Arugam Bay,2821.010047005633
2020-01-15,Arugam Bay,2821.534393053213
2020-01-16,Arugam Bay,2822.058739100793
2020-01-17,Arugam Bay,2822.5830851483724
2020-01-18,Arugam Bay,2823.1074311959524
2020-01-19,Arugam Bay,2823.6317772435323
2020-01-20,Arugam Bay,2824.1561232911117
2020-01-21,Arugam Bay,2824.6804693386916
2020-01-22,Arugam Bay,2825.2048153862715
2020-01-23,Arugam Bay,2825.729161433851
2020-01-24,Arugam Bay,2826.253507481431
2020-01-25,Arugam Bay,2826.7778535290104
2020-01-26,Arugam Bay,2827.3021995765903
2020-01-27,Arugam Bay,2827.82654562417
2020-01-28,Arugam Bay,2828.3508916717497
2020-01-29,Arugam Bay,2828.8752377193296
2020-01-30,Arugam Bay,2829.3995837669095
2020-01-31,Arugam Bay,2829.923929814489
2020-02-01,Arugam Bay,2830.448275862069
2020-02-02,Arugam Bay,2832.520693490852
2020-02-03,Arugam Bay,2834.5931111196346
2020-02-04,Arugam Bay,2836.6655287484177
2020-02-05,Arugam Bay,2838.7379463772004
2020-02-06,Arugam Bay,2840.8103640059835
2020-02-07,Arugam Bay,2842.8827816347666
2020-02-08,Arugam Bay,2844.9551992635493
2020-02-09,Arugam Bay,2847.0276168923324
2020-02-10,Arugam Bay,2849.1000345211155
2020-02-11,Arugam Bay,2851.172452149898
2020-02-12,Arugam Bay,2853.2448697786813
2020-02-13,Arugam Bay,2855.317287407464
2020-02-14,Arugam Bay,2857.389705036247
2020-02-15,Arugam Bay,2859.46212266503
2020-02-16,Arugam Bay,2861.534540293813
2020-02-17,Arugam Bay,2863.606957922596
